station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
MKE,2025-07-23 09:52,72.00,63.00,73.34,170.00,5.00,0.00,30.05,1016.90,10.00,M,FEW,BKN,M,M,2600.00,25000.00,M,M,M,M,M,M,M,M,M,72.00,KMKE 230952Z 17005KT 10SM FEW026 BKN250 22/17 A3005 RMK AO2 SLP169 T02220172 $,M
MKE,2025-07-23 10:52,72.00,62.00,70.81,170.00,8.00,0.00,30.04,1016.60,10.00,M,FEW,BKN,M,M,6000.00,25000.00,M,M,M,M,M,M,M,M,M,72.00,KMKE 231052Z 17008KT 10SM FEW060 BKN250 22/17 A3004 RMK AO2 SLP166 T02220167 $,M
MKE,2025-07-23 11:52,73.00,63.00,70.91,170.00,10.00,0.00,30.03,1016.60,10.00,M,FEW,SCT,BKN,M,5000.00,12000.00,25000.00,M,M,M,M,M,M,M,M,73.00,KMKE 231152Z 17010KT 10SM FEW050 SCT120 BKN250 23/17 A3003 RMK AO2 SLP166 CB DSNT SW-W T02280172 10233 20217 56004 $,M
MKE,2025-07-23 12:52,75.00,64.00,68.68,180.00,9.00,0.00,30.03,1016.60,10.00,M,FEW,SCT,OVC,M,4500.00,10000.00,25000.00,M,M,M,M,M,M,M,M,75.00,KMKE 231252Z 18009KT 10SM FEW045 SCT100 OVC250 24/18 A3003 RMK AO2 SLP166 CB DSNT SW-W TCU DSNT SW T02390178,M
MKE,2025-07-23 13:31,77.00,66.00,68.90,240.00,12.00,0.00,30.07,M,10.00,M,SCT,BKN,BKN,OVC,4500.00,8000.00,15000.00,25000.00,TS,M,M,M,M,M,M,77.00,KMKE 231331Z 24012KT 10SM TS SCT045CB BKN080 BKN150 OVC250 25/19 A3007 RMK AO2 PRESRR OCNL LTGCGIC W-NW TS W-NW MOV NE TSB29 T02500189,M
MKE,2025-07-23 13:52,74.00,66.00,76.14,280.00,7.00,T,30.06,1017.50,6.00,M,SCT,BKN,BKN,OVC,4500.00,6000.00,15000.00,25000.00,TSRA,M,M,M,27.00,270.00,2025-07-23 13:33,74.00,KMKE 231352Z 28007KT 6SM TSRA SCT045 BKN060CB BKN150 OVC250 23/19 A3006 RMK AO2 PK WND 27027/1333 SLP175 OCNL LTGCGIC OHD-N TS OHD-N MOV NE TSB29 P0000 T02330189,M
MKE,2025-07-23 14:52,73.00,69.00,87.31,210.00,3.00,0.08,30.03,1016.50,9.00,M,FEW,SCT,BKN,M,10000.00,12000.00,25000.00,M,M,M,M,M,M,M,M,73.00,KMKE 231452Z 21003KT 9SM FEW100 SCT120 BKN250 23/21 A3003 RMK AO2 RAE50 TSE50 SLP165 P0008 60008 T02280206 58002,M
MKE,2025-07-23 15:52,77.00,73.00,87.51,170.00,7.00,0.00,30.01,1015.80,9.00,M,FEW,SCT,BKN,M,9500.00,18000.00,25000.00,M,M,M,M,M,M,M,M,77.00,KMKE 231552Z 17007KT 9SM FEW095 SCT180 BKN250 25/23 A3001 RMK AO2 SLP158 T02500228,M
MKE,2025-07-23 16:52,82.00,73.00,74.31,180.00,11.00,0.00,29.98,1014.70,10.00,M,SCT,BKN,M,M,10000.00,25000.00,M,M,M,M,M,M,M,M,M,87.41,KMKE 231652Z 18011KT 10SM SCT100 BKN250 28/23 A2998 RMK AO2 SLP147 T02780228,M
MKE,2025-07-23 17:52,84.00,73.00,69.67,180.00,12.00,0.00,29.97,1014.20,10.00,M,FEW,FEW,SCT,M,1700.00,10000.00,25000.00,M,M,M,M,M,M,M,M,90.37,KMKE 231752Z 18012KT 10SM FEW017 FEW100 SCT250 29/23 A2997 RMK AO2 SLP142 60008 T02890228 10289 20222 56021,M
MKE,2025-07-23 18:52,87.00,75.00,67.69,160.00,11.00,0.00,29.97,1014.30,10.00,M,SCT,M,M,M,2800.00,M,M,M,M,M,M,M,M,M,M,96.46,KMKE 231852Z 16011KT 10SM SCT028 31/24 A2997 RMK AO2 SLP143 T03060239,M
MKE,2025-07-23 19:52,89.00,75.00,63.55,180.00,9.00,0.00,29.96,1013.80,10.00,M,BKN,BKN,M,M,3400.00,4200.00,M,M,M,M,M,M,M,M,M,99.24,KMKE 231952Z 18009KT 10SM BKN034 BKN042 32/24 A2996 RMK AO2 SLP138 T03170239,M
MKE,2025-07-23 20:52,91.00,75.00,59.70,220.00,14.00,0.00,29.94,1013.10,10.00,M,BKN,M,M,M,3600.00,M,M,M,M,M,M,M,M,M,M,101.93,KMKE 232052Z 22014KT 10SM BKN036 33/24 A2994 RMK AO2 SLP131 T03280239 58010,M
MKE,2025-07-23 21:52,93.00,75.00,56.10,210.00,11.00,0.00,29.93,1012.70,10.00,20.00,SCT,M,M,M,4200.00,M,M,M,M,M,M,M,28.00,230.00,2025-07-23 21:10,104.58,KMKE 232152Z 21011G20KT 10SM SCT042 34/24 A2993 RMK AO2 PK WND 23028/2110 SLP127 T03390239,M
MKE,2025-07-23 22:52,92.00,74.00,55.97,220.00,14.00,0.00,29.92,1012.50,10.00,21.00,FEW,FEW,M,M,4500.00,25000.00,M,M,M,M,M,M,M,M,M,102.04,KMKE 232252Z 22014G21KT 10SM FEW045 FEW250 33/23 A2992 RMK AO2 SLP125 T03330233,M
MKE,2025-07-23 23:52,90.00,75.00,61.59,220.00,15.00,0.00,29.93,1012.80,10.00,M,FEW,FEW,M,M,4500.00,25000.00,M,M,M,M,M,M,M,M,M,100.59,KMKE 232352Z 22015KT 10SM FEW045 FEW250 32/24 A2993 RMK AO2 SLP128 T03220239 10339 20289 55002,M
MKE,2025-07-24 00:52,88.00,75.00,65.59,220.00,9.00,0.00,29.94,1013.10,10.00,M,FEW,FEW,M,M,4500.00,25000.00,M,M,M,M,M,M,M,M,M,97.86,KMKE 240052Z 22009KT 10SM FEW045 FEW250 31/24 A2994 RMK AO2 SLP131 T03110239,M
MKE,2025-07-24 01:52,86.00,75.00,69.88,230.00,4.00,0.00,29.95,1013.70,10.00,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,95.02,KMKE 240152Z 23004KT 10SM FEW250 30/24 A2995 RMK AO2 SLP137 T03000239,M
MKE,2025-07-24 02:52,83.00,76.00,79.53,200.00,3.00,0.00,29.95,1013.60,10.00,M,FEW,M,M,M,4500.00,M,M,M,M,M,M,M,M,M,M,91.16,KMKE 240252Z 20003KT 10SM FEW045 28/24 A2995 RMK AO2 SLP136 T02830244 50007,M
MKE,2025-07-24 03:52,83.00,76.00,79.53,200.00,8.00,0.00,29.92,1012.50,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,91.16,KMKE 240352Z 20008KT 10SM CLR 28/24 A2992 RMK AO2 SLP125 T02830244 $,M
MKE,2025-07-24 04:52,82.00,76.00,82.14,220.00,9.00,0.00,29.94,1013.40,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,89.34,KMKE 240452Z 22009KT 10SM CLR 28/24 A2994 RMK AO2 SLP134 T02780244 $,M
MKE,2025-07-24 05:52,81.00,76.00,84.85,220.00,11.00,0.00,29.94,1013.10,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,87.39,KMKE 240552Z 22011KT 10SM CLR 27/24 A2994 RMK AO2 SLP131 T02720244 10322 20272 403390217 56004 $,M
MKE,2025-07-24 06:52,81.00,76.00,84.85,220.00,12.00,0.00,29.94,1013.20,10.00,20.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,87.39,KMKE 240652Z 22012G20KT 10SM CLR 27/24 A2994 RMK AO2 SLP132 T02720244 $,M
MKE,2025-07-24 07:52,80.00,75.00,84.79,230.00,11.00,0.00,29.92,1012.40,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,84.89,KMKE 240752Z 23011KT 10SM CLR 27/24 A2992 RMK AO2 SLP124 T02670239 $,M
MKE,2025-07-24 08:52,79.00,75.00,87.61,220.00,10.00,0.00,29.91,1012.00,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,79.00,KMKE 240852Z 22010KT 10SM CLR 26/24 A2991 RMK AO2 SLP120 T02610239 58010 $,M
MKE,2025-07-24 09:52,79.00,74.00,84.73,230.00,9.00,0.00,29.92,1012.40,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,79.00,KMKE 240952Z 23009KT 10SM CLR 26/23 A2992 RMK AO2 SLP124 T02610233 $,M
MKE,2025-07-24 10:52,78.00,74.00,87.56,220.00,11.00,0.00,29.92,1012.50,10.00,M,FEW,FEW,SCT,M,7000.00,10000.00,25000.00,M,M,M,M,M,M,M,M,78.00,KMKE 241052Z 22011KT 10SM FEW070 FEW100 SCT250 26/23 A2992 RMK AO2 SLP125 T02560233 $,M
MKE,2025-07-24 11:52,80.00,74.00,82.00,220.00,11.00,0.00,29.93,1013.00,10.00,M,FEW,SCT,SCT,M,7000.00,9000.00,25000.00,M,M,M,M,M,M,M,M,84.50,KMKE 241152Z 22011KT 10SM FEW070 SCT090 SCT250 27/23 A2993 RMK AO2 SLP130 70008 T02670233 10272 20256 53009,M
MKE,2025-07-24 12:52,82.00,74.00,76.84,230.00,13.00,0.00,29.95,1013.40,10.00,20.00,FEW,SCT,BKN,M,7000.00,15000.00,22000.00,M,M,M,M,M,M,M,M,88.01,KMKE 241252Z 23013G20KT 10SM FEW070 SCT150 BKN220 28/23 A2995 RMK AO2 SLP134 T02780233,M
MKE,2025-07-24 13:52,81.00,74.00,79.38,270.00,10.00,0.00,29.96,1013.90,10.00,18.00,FEW,BKN,OVC,M,10000.00,18000.00,25000.00,M,M,M,M,M,M,M,M,86.31,KMKE 241352Z 27010G18KT 10SM FEW100 BKN180 OVC250 27/23 A2996 RMK AO2 SLP139 T02720233,M
MKE,2025-07-24 14:52,82.00,71.00,69.45,250.00,8.00,0.00,29.96,1014.00,10.00,M,FEW,BKN,BKN,M,1800.00,14000.00,25000.00,M,M,M,M,M,M,M,M,86.32,KMKE 241452Z 25008KT 10SM FEW018 BKN140 BKN250 28/22 A2996 RMK AO2 SLP140 T02780217 51010,M
MKE,2025-07-24 15:52,82.00,68.00,62.69,290.00,9.00,0.00,29.97,1014.30,10.00,M,SCT,BKN,OVC,M,9000.00,14000.00,25000.00,M,M,M,M,M,M,M,M,84.93,KMKE 241552Z 29009KT 10SM SCT090 BKN140 OVC250 28/20 A2997 RMK AO2 SLP143 T02780200,M
MKE,2025-07-24 16:52,81.00,68.00,64.76,260.00,6.00,0.00,29.99,1014.80,10.00,M,FEW,BKN,BKN,BKN,3000.00,8500.00,10000.00,25000.00,M,M,M,M,M,M,M,83.77,KMKE 241652Z 26006KT 10SM FEW030 BKN085 BKN100 BKN250 27/20 A2999 RMK AO2 SLP148 T02720200,M
MKE,2025-07-24 17:52,81.00,69.00,67.01,230.00,5.00,T,29.98,1014.70,6.00,M,FEW,BKN,BKN,M,3500.00,10000.00,25000.00,M,RA,M,M,M,M,M,M,84.13,KMKE 241752Z 23005KT 6SM RA FEW035 BKN100 BKN250 27/21 A2998 RMK AO2 RAB52 SLP147 P0000 60000 T02720206 10283 20267 50007,M
MKE,2025-07-24 18:52,83.00,70.00,65.00,M,6.00,0.01,29.99,1014.80,10.00,M,FEW,BKN,BKN,BKN,3000.00,8500.00,12000.00,25000.00,M,M,M,M,M,M,M,87.09,KMKE 241852Z VRB06KT 10SM FEW030 BKN085 BKN120 BKN250 28/21 A2999 RMK AO2 RAE04 SLP148 P0001 T02830211,M
MKE,2025-07-24 19:52,86.00,68.00,55.13,250.00,7.00,0.00,29.95,1013.60,10.00,M,SCT,BKN,BKN,M,8500.00,12000.00,25000.00,M,M,M,M,M,M,M,M,89.44,KMKE 241952Z 25007KT 10SM SCT085 BKN120 BKN250 30/20 A2995 RMK AO2 SLP136 CB DSNT SE T03000200,M
MKE,2025-07-24 20:52,84.00,67.00,56.78,260.00,8.00,0.00,29.95,1013.60,10.00,M,FEW,BKN,BKN,M,7500.00,12000.00,25000.00,M,M,M,M,M,M,M,M,86.69,KMKE 242052Z 26008KT 10SM FEW075 BKN120 BKN250 29/19 A2995 RMK AO2 SLP136 60001 T02890194 58011,M
MKE,2025-07-24 21:52,84.00,67.00,56.78,230.00,6.00,0.00,29.96,1014.00,10.00,M,SCT,BKN,BKN,M,8500.00,11000.00,25000.00,M,M,M,M,M,M,M,M,86.69,KMKE 242152Z 23006KT 10SM SCT085 BKN110 BKN250 29/19 A2996 RMK AO2 SLP140 T02890194,M
MKE,2025-07-24 22:52,84.00,65.00,52.98,280.00,9.00,0.00,29.97,1014.10,10.00,M,SCT,BKN,BKN,M,7500.00,10000.00,25000.00,M,M,M,M,M,M,M,M,85.79,KMKE 242252Z 28009KT 10SM SCT075 BKN100 BKN250 29/18 A2997 RMK AO2 SLP141 T02890183,M
MKE,2025-07-24 23:52,82.00,66.00,58.51,280.00,7.00,0.00,29.95,1013.60,10.00,M,FEW,BKN,BKN,M,8000.00,9500.00,25000.00,M,M,M,M,M,M,M,M,84.16,KMKE 242352Z 28007KT 10SM FEW080 BKN095 BKN250 28/19 A2995 RMK AO2 SLP136 60001 T02780189 10300 20267 58001,M
MKE,2025-07-25 00:52,82.00,66.00,58.51,300.00,6.00,0.00,29.96,1013.80,10.00,M,FEW,BKN,BKN,M,7000.00,8500.00,25000.00,M,M,M,M,M,M,M,M,84.16,KMKE 250052Z 30006KT 10SM FEW070 BKN085 BKN250 28/19 A2996 RMK AO2 SLP138 T02780189,M
MKE,2025-07-25 01:52,80.00,67.00,64.63,270.00,4.00,0.00,29.98,1014.50,10.00,M,BKN,BKN,M,M,6500.00,25000.00,M,M,M,M,M,M,M,M,M,82.32,KMKE 250152Z 27004KT 10SM BKN065 BKN250 27/19 A2998 RMK AO2 SLP145 T02670194,M
MKE,2025-07-25 02:52,79.00,68.00,69.12,270.00,4.00,0.00,29.98,1014.60,10.00,M,SCT,BKN,M,M,6500.00,25000.00,M,M,M,M,M,M,M,M,M,79.00,KMKE 250252Z 27004KT 10SM SCT065 BKN250 26/20 A2998 RMK AO2 SLP146 T02610200 51010,M
MKE,2025-07-25 03:52,77.00,68.00,73.83,200.00,5.00,0.00,29.98,1014.70,10.00,M,BKN,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,77.00,KMKE 250352Z 20005KT 10SM BKN250 25/20 A2998 RMK AO2 SLP147 T02500200,M
MKE,2025-07-25 04:52,77.00,69.00,76.41,260.00,4.00,0.00,29.99,1015.20,10.00,M,BKN,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,77.00,KMKE 250452Z 26004KT 10SM BKN250 25/21 A2999 RMK AO2 SLP152 T02500206,M
MKE,2025-07-25 05:52,76.00,69.00,78.98,280.00,6.00,0.00,29.99,1015.00,10.00,M,BKN,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,76.00,KMKE 250552Z 28006KT 10SM BKN250 24/21 A2999 RMK AO2 SLP150 T02440206 10278 20244 403000244 50003,M
MKE,2025-07-25 06:52,75.00,70.00,84.49,280.00,4.00,0.00,29.98,1014.80,10.00,M,BKN,M,M,M,24000.00,M,M,M,M,M,M,M,M,M,M,75.00,KMKE 250652Z 28004KT 10SM BKN240 24/21 A2998 RMK AO2 SLP148 T02390211,M
MKE,2025-07-25 07:52,74.00,69.00,84.43,300.00,4.00,0.00,29.98,1014.60,10.00,M,BKN,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,74.00,KMKE 250752Z 30004KT 10SM BKN250 23/21 A2998 RMK AO2 SLP146 T02330206,M
MKE,2025-07-25 08:52,73.00,69.00,87.31,300.00,4.00,0.00,29.98,1014.60,10.00,M,SCT,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,73.00,KMKE 250852Z 30004KT 10SM SCT250 23/21 A2998 RMK AO2 SLP146 T02280206 56004,M
MKE,2025-07-25 09:52,73.00,69.00,87.31,350.00,3.00,0.00,29.99,1015.00,10.00,M,BKN,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,73.00,KMKE 250952Z 35003KT 10SM BKN250 23/21 A2999 RMK AO2 SLP150 T02280206,M
MKE,2025-07-25 10:52,72.00,69.00,90.30,20.00,6.00,0.00,30.01,1015.80,10.00,M,SCT,BKN,M,M,3900.00,25000.00,M,M,M,M,M,M,M,M,M,72.00,KMKE 251052Z 02006KT 10SM SCT039 BKN250 22/21 A3001 RMK AO2 SLP158 T02220206 $,M
MKE,2025-07-25 11:27,71.00,70.00,96.66,30.00,8.00,0.00,30.01,M,10.00,M,FEW,SCT,OVC,M,500.00,1100.00,3900.00,M,M,M,M,M,M,M,M,71.00,KMKE 251127Z 03008KT 10SM FEW005 SCT011 OVC039 22/21 A3001 RMK AO2 T02170211 $,M
MKE,2025-07-25 11:35,71.00,70.00,96.66,10.00,5.00,0.00,30.02,M,1.00,M,SCT,OVC,M,M,400.00,900.00,M,M,BR,M,M,M,M,M,M,71.00,KMKE 251135Z 01005KT 1SM R01L/P6000FT BR SCT004 OVC009 22/21 A3002 RMK AO2 SFC VIS 6 T02170211 $,M
MKE,2025-07-25 11:52,70.00,69.00,96.64,20.00,9.00,0.00,30.03,1016.30,1.00,M,OVC,M,M,M,200.00,M,M,M,BR,M,M,M,M,M,M,70.00,KMKE 251152Z 02009KT 1SM R01L/P6000FT BR OVC002 21/21 A3003 RMK AO2 SFC VIS 3 SLP163 VIS SE-SW 1/2 70001 T02110206 10244 20211 53017 $,M
MKE,2025-07-25 12:05,70.00,69.00,96.64,10.00,8.00,0.00,30.03,M,0.25,M,OVC,M,M,M,200.00,M,M,M,BR,M,M,M,M,M,M,70.00,KMKE 251205Z 01008KT 1/4SM R01L/2200VP6000FT BR OVC002 21/21 A3003 RMK AO2 SFC VIS 3/4 T02110206 $,M
MKE,2025-07-25 12:50,69.80,69.80,100.00,20.00,8.00,0.00,30.04,M,0.25,M,VV ,M,M,M,200.00,M,M,M,FG,M,M,M,M,M,M,69.80,KMKE 251250Z 02008KT 1/4SM R01L/1400V1800FT FG VV002 21/21 A3004 RMK AO2 $,M
MKE,2025-07-25 12:52,69.00,69.00,100.00,10.00,7.00,0.00,30.04,1016.70,0.25,M,VV ,M,M,M,200.00,M,M,M,FG,M,M,M,M,M,M,69.00,KMKE 251252Z 01007KT 1/4SM R01L/1400V1600FT FG VV002 21/21 A3004 RMK AO2 SLP167 T02060206 $,M
MKE,2025-07-25 13:10,70.00,69.00,96.64,20.00,9.00,0.00,30.05,M,0.25,M,OVC,M,M,M,200.00,M,M,M,FG,M,M,M,M,M,M,70.00,KMKE 251310Z 02009KT 1/4SM R01L/1800V2600FT FG OVC002 21/21 A3005 RMK AO2 SFC VIS 1/2 T02110206 $,M
MKE,2025-07-25 13:23,70.00,69.00,96.64,20.00,9.00,0.00,30.04,M,0.25,M,VV ,M,M,M,200.00,M,M,M,FG,M,M,M,M,M,M,70.00,KMKE 251323Z 02009KT 1/4SM R01L/1600V2200FT FG VV002 21/21 A3004 RMK AO2 T02110206 $,M
MKE,2025-07-25 13:31,70.00,69.00,96.64,20.00,10.00,0.00,30.04,M,0.25,M,OVC,M,M,M,200.00,M,M,M,BR,M,M,M,M,M,M,70.00,KMKE 251331Z 02010KT 1/4SM R01L/1600VP6000FT BR OVC002 21/21 A3004 RMK AO2 SFC VIS 3/4 VIS 1/2V2 T02110206 $,M
MKE,2025-07-25 13:44,70.00,69.00,96.64,10.00,10.00,0.00,30.05,M,0.50,M,OVC,M,M,M,200.00,M,M,M,M,M,M,M,M,M,M,70.00,KMKE 251344Z 01010KT 1/2SM R01L/P6000FT OVC002 21/21 A3005 RMK AO2 SFC VIS 8 T02110206 $,M
MKE,2025-07-25 13:52,70.00,69.00,96.64,20.00,9.00,0.00,30.06,1017.30,0.50,M,OVC,M,M,M,200.00,M,M,M,BR,M,M,M,M,M,M,70.00,KMKE 251352Z 02009KT 1/2SM R01L/P6000FT BR OVC002 21/21 A3006 RMK AO2 SFC VIS 6 SLP173 T02110206 $,M
MKE,2025-07-25 14:52,71.00,69.00,93.41,20.00,10.00,0.00,30.06,1017.50,1.00,M,OVC,M,M,M,200.00,M,M,M,M,M,M,M,M,M,M,71.00,KMKE 251452Z 02010KT 1SM R01L/P6000FT OVC002 22/21 A3006 RMK AO2 SFC VIS 8 SLP175 VIS NE-SE 3/4 T02170206 53008 $,M
MKE,2025-07-25 15:52,71.00,69.00,93.41,360.00,9.00,0.00,30.08,1018.20,1.00,M,OVC,M,M,M,200.00,M,M,M,BR,M,M,M,M,M,M,71.00,KMKE 251552Z 36009KT 1SM R01L/P6000FT BR OVC002 22/21 A3008 RMK AO2 SFC VIS 4 SLP182 VIS NE-S 3/4 T02170206 $,M
MKE,2025-07-25 16:47,73.40,69.80,88.53,20.00,10.00,0.00,30.08,M,10.00,M,SCT,BKN,BKN,BKN,400.00,3300.00,4700.00,25000.00,M,M,M,M,M,M,M,73.40,KMKE 251647Z 02010KT 10SM SCT004 BKN033 BKN047 BKN250 23/21 A3008 RMK AO2 VIS NE-SE 2 1/2,M
MKE,2025-07-25 16:52,73.00,69.00,87.31,30.00,8.00,0.00,30.08,1018.10,10.00,M,SCT,SCT,BKN,BKN,400.00,2200.00,3300.00,25000.00,M,M,M,M,M,M,M,73.00,KMKE 251652Z 03008KT 10SM SCT004 SCT022 BKN033 BKN250 23/21 A3008 RMK AO2 SLP181 VIS NE-SE 2 1/2 T02280206,M
MKE,2025-07-25 17:13,74.00,70.00,87.36,50.00,7.00,0.00,30.08,M,10.00,M,SCT,BKN,BKN,BKN,600.00,2300.00,3300.00,25000.00,M,M,M,M,M,M,M,74.00,KMKE 251713Z 05007KT 10SM SCT006 BKN023 BKN033 BKN250 23/21 A3008 RMK AO2 T02330211,M
MKE,2025-07-25 17:52,74.00,69.00,84.43,30.00,9.00,0.00,30.07,1017.90,9.00,M,FEW,SCT,OVC,M,900.00,3500.00,4900.00,M,M,M,M,M,M,M,M,74.00,KMKE 251752Z 03009KT 9SM FEW009 SCT035 OVC049 23/21 A3007 RMK AO2 SLP179 T02330206 10244 20206 50003,M
MKE,2025-07-25 18:30,72.00,69.00,90.30,50.00,11.00,0.00,30.06,M,6.00,M,BKN,OVC,M,M,700.00,5000.00,M,M,BR,M,M,M,M,M,M,72.00,KMKE 251830Z 05011KT 6SM BR BKN007 OVC050 22/21 A3006 RMK AO2 T02220206,M
MKE,2025-07-25 18:52,72.00,69.00,90.30,60.00,10.00,0.00,30.06,1017.50,9.00,M,BKN,BKN,BKN,M,500.00,2100.00,25000.00,M,M,M,M,M,M,M,M,72.00,KMKE 251852Z 06010KT 9SM BKN005 BKN021 BKN250 22/21 A3006 RMK AO2 SLP175 T02220206,M
MKE,2025-07-25 19:52,73.00,69.00,87.31,50.00,8.00,0.00,30.05,1017.10,7.00,M,BKN,BKN,BKN,M,700.00,5000.00,25000.00,M,M,M,M,M,M,M,M,73.00,KMKE 251952Z 05008KT 7SM BKN007 BKN050 BKN250 23/21 A3005 RMK AO2 SLP171 T02280206,M
MKE,2025-07-25 20:36,74.00,68.00,81.58,30.00,9.00,0.00,30.03,M,7.00,M,SCT,BKN,M,M,800.00,25000.00,M,M,M,M,M,M,M,M,M,74.00,KMKE 252036Z 03009KT 7SM SCT008 BKN250 23/20 A3003 RMK AO2 T02330200,M
MKE,2025-07-25 20:52,73.00,68.00,84.37,40.00,8.00,0.00,30.03,1016.40,7.00,M,FEW,SCT,BKN,M,1200.00,20000.00,25000.00,M,M,M,M,M,M,M,M,73.00,KMKE 252052Z 04008KT 7SM FEW012 SCT200 BKN250 23/20 A3003 RMK AO2 SLP164 T02280200 58016,M
MKE,2025-07-25 21:52,74.00,68.00,81.58,30.00,8.00,0.00,30.03,1016.40,6.00,M,FEW,BKN,M,M,20000.00,25000.00,M,M,HZ,M,M,M,M,M,M,74.00,KMKE 252152Z 03008KT 6SM HZ FEW200 BKN250 23/20 A3003 RMK AO2 SLP164 T02330200,M
MKE,2025-07-25 22:52,73.00,66.00,78.74,50.00,8.00,0.00,30.03,1016.40,6.00,M,SCT,BKN,M,M,20000.00,25000.00,M,M,HZ,M,M,M,M,M,M,73.00,KMKE 252252Z 05008KT 6SM HZ SCT200 BKN250 23/19 A3003 RMK AO2 SLP164 T02280189,M
MKE,2025-07-25 23:52,72.00,66.00,81.44,40.00,5.00,0.00,30.03,1016.60,6.00,M,SCT,BKN,M,M,20000.00,25000.00,M,M,HZ,M,M,M,M,M,M,72.00,KMKE 252352Z 04005KT 6SM HZ SCT200 BKN250 22/19 A3003 RMK AO2 SLP166 T02220189 10239 20222 53002,M
MKE,2025-07-26 00:52,71.00,65.00,81.37,20.00,7.00,0.00,30.02,1016.30,5.00,M,BKN,M,M,M,25000.00,M,M,M,HZ,M,M,M,M,M,M,71.00,KMKE 260052Z 02007KT 5SM HZ BKN250 22/18 A3002 RMK AO2 SLP163 T02170183,M
MKE,2025-07-26 01:52,69.00,65.00,87.10,360.00,3.00,0.00,30.03,1016.60,6.00,M,BKN,M,M,M,24000.00,M,M,M,HZ,M,M,M,M,M,M,69.00,KMKE 260152Z 36003KT 6SM HZ BKN240 21/18 A3003 RMK AO2 SLP166 T02060183,M
MKE,2025-07-26 02:52,69.00,65.00,87.10,30.00,4.00,0.00,30.04,1016.90,6.00,M,BKN,M,M,M,23000.00,M,M,M,BR,M,M,M,M,M,M,69.00,KMKE 260252Z 03004KT 6SM BR BKN230 21/18 A3004 RMK AO2 SLP169 T02060183 53002,M
MKE,2025-07-26 03:52,70.00,65.00,84.18,0.00,0.00,0.00,30.04,1016.80,6.00,M,BKN,M,M,M,22000.00,M,M,M,HZ,M,M,M,M,M,M,70.00,KMKE 260352Z 00000KT 6SM HZ BKN220 21/18 A3004 RMK AO2 SLP168 T02110183,M
MKE,2025-07-26 04:52,70.00,64.00,81.29,0.00,0.00,0.00,30.03,1016.40,6.00,M,FEW,BKN,M,M,12000.00,22000.00,M,M,HZ,M,M,M,M,M,M,70.00,KMKE 260452Z 00000KT 6SM HZ FEW120 BKN220 21/18 A3003 RMK AO2 SLP164 T02110178,M
MKE,2025-07-26 05:52,70.00,63.00,78.49,0.00,0.00,0.00,30.01,1015.80,7.00,M,BKN,M,M,M,10000.00,M,M,M,M,M,M,M,M,M,M,70.00,KMKE 260552Z 00000KT 7SM BKN100 21/17 A3001 RMK AO2 SLP158 T02110172 10228 20206 402440206 58010,M
MKE,2025-07-26 06:52,70.00,63.00,78.49,0.00,0.00,0.00,30.00,1015.70,8.00,M,OVC,M,M,M,7500.00,M,M,M,M,M,M,M,M,M,M,70.00,KMKE 260652Z 00000KT 8SM OVC075 21/17 A3000 RMK AO2 SLP157 T02110172,M
MKE,2025-07-26 07:52,71.00,63.00,75.87,0.00,0.00,0.00,29.99,1015.10,8.00,M,BKN,BKN,OVC,M,6500.00,9000.00,11000.00,M,M,M,M,M,M,M,M,71.00,KMKE 260752Z 00000KT 8SM BKN065 BKN090 OVC110 22/17 A2999 RMK AO2 SLP151 T02170172,M
MKE,2025-07-26 08:52,70.00,64.00,81.29,250.00,5.00,T,29.98,1014.90,5.00,M,FEW,BKN,OVC,M,2000.00,5500.00,6500.00,M,-RA,M,M,M,M,M,M,70.00,KMKE 260852Z 25005KT 5SM -RA FEW020 BKN055 OVC065 21/18 A2998 RMK AO2 RAB41 SLP149 P0000 60000 T02110178 58009,M
